Zip code,Latitude,Longitude,Number of Level 2 chargers
49630,46.50173788,-87.6801258,4
49630,46.5614815,-87.5346985,1
49630,46.5363585,-87.51458,1
49630,46.54914764,-87.44207062,15
49630,46.463692,-87.4186527,1
49630,46.48925252,-87.1988354,9
49630,46.48981148,-87.33250888,9
49630,46.26372376,-87.3797684,7
49630,46.27810405,-87.42846855,3
49630,46.2908803,-87.33494568,7
49630,46.25608063,-87.49207307,4
49630,46.26889324,-87.58465094,7
49431,43.95991387,-86.45820069,9
49431,43.95566145,-86.43609965,8
49431,43.9471397,-86.4385147,1
49431,44.01242861,-86.46061284,9
49431,44.04480935,-86.4468541,5
49454,44.0772591,-86.2813209,1
49431,44.07133928,-86.38003433,5
49431,43.91570295,-86.42226475,2
49431,43.95407946,-86.40342289,10
49431,43.85032007,-86.42729093,13
49454,43.9349497,-86.0999763,9
49454,43.95282125,-86.09782885,8
49307,43.68904375,-85.5061549,5
49307,43.6763557,-85.4821076,1
49307,43.66168978,-85.45621489,14
49307,43.7873972,-85.501934,1
49307,43.8194061,-85.42776167,4
49307,43.7136994,-85.3662685,1
49307,43.74437145,-85.29831695,8
49307,43.7113741,-85.22484525,2
49307,43.7014084,-85.2618103,1
48858,43.7333794,-85.1027107,2
49329,43.5331479,-85.5575566,1
49329,43.4994314,-85.44998393,5
49307,43.58634137,-85.53534223,4
49307,43.5934124,-85.32991973,4
49307,43.60991085,-85.41167595,5
49329,43.5360106,-85.3928103,1
49307,43.5857607,-85.27131315,3
49307,43.61046298,-85.30075618,7
49630,45.103506,-87.6019916,1
49630,45.1507251,-87.6018265,1
49630,45.12039915,-87.6125575,3
49630,45.104648,-87.621192,1
49630,45.7022222,-87.3397222,1
49630,45.690955,-87.5213998,1
49630,45.25098708,-87.71071815,6
48611,43.61241265,-84.2433366,1
48611,43.66777107,-84.2466296,3
48611,43.65701335,-84.2440814,5
48611,43.5664733,-84.1817773,1
48657,43.68949988,-84.38607218,6
49601,44.1486186,-85.3249231,1
49267,41.9316539,-83.40985505,2
49267,42.062994,-83.638508,1
49267,41.9454051,-83.6624122,1
49267,41.95992758,-83.67391942,8
49267,41.9359179,-83.6137788,1
49267,41.9291167,-83.35295243,7
49267,41.8970588,-83.4329463,1
49267,41.8439781,-83.6625,1
49267,41.9082228,-83.7599156,1
49267,41.8774846,-83.6779672,1
49267,41.796655,-83.6814406,1
49267,41.81985347,-83.43013257,4
49267,41.8076936,-83.4478594,1
48838,43.180783,-85.2527239,1
48838,43.1778488,-85.2697601,1
49329,43.3901087,-85.4711149,1
49329,43.3136946,-85.3554399,1
49329,43.442934,-85.277608,1
49329,43.43731307,-85.14078263,4
48838,43.3322411,-85.2877197,4
48811,43.407352,-85.03075975,3
48838,43.1762773,-85.2917262,1
48838,43.2645252,-85.2629926,1
48811,43.267334,-84.9171448,3
48811,43.13382,-85.057971,1
49735,44.9920165,-84.14775818,9
49779,44.9926049,-83.8688779,1
49735,44.86472594,-84.30215815,15
49444,43.1911537,-86.23911208,5
49444,43.1898639,-86.2412177,1
49461,43.4602057,-86.265675,1
49461,43.4440314,-86.3468844,1
49461,43.4596051,-86.20211915,2
49461,43.3172669,-86.2528399,4
49461,43.36657001,-86.16587587,14
49444,43.1903522,-86.2608333,1
49444,43.2037528,-86.2026469,1
49444,43.1752363,-86.20994363,4
49444,43.1439705,-86.2844696,4
49444,43.1431954,-86.2213882,1
49444,43.1605566,-86.2056836,2
49461,43.4609711,-85.97371495,2
49461,43.467773,-85.9419829,1
49307,43.631476,-85.942738,1
49461,43.5633304,-86.039943,1
49329,43.5417085,-85.7709497,1
49329,43.5500066,-85.7849637,1
49307,43.57587355,-85.89057713,5
49307,43.61188354,-85.82330474,6
49329,43.5428479,-85.919194,1
49329,43.5352486,-85.8494682,2
49329,43.482205,-85.7744473,1
49329,43.495694,-85.63854385,2
49329,43.50673295,-85.6030769,2
49444,43.3516126,-85.9546313,1
49329,43.44208108,-85.74442997,8
49329,43.38596843,-85.8445068,5
49329,43.43430044,-85.8043191,3
49329,43.4036811,-85.78945923,4
49329,43.45062128,-85.64171431,18
49444,43.32930503,-85.91177877,4
48507,42.63377495,-83.29110285,1
48507,42.6294681,-83.3217048,2
48507,42.6063742,-83.25165673,3
48507,42.81385,-83.565748,1
48507,42.83267215,-83.46381803,5
48507,42.7648277,-83.349678,2
48507,42.72331217,-83.4238149,3
48507,42.73128547,-83.4241189,4
48507,42.833536,-83.405781,1
48507,42.855163,-83.336594,1
48507,42.821848,-83.16149,1
48507,42.7807612,-83.1994426,1
48507,42.7414266,-83.2449434,1
48507,42.65176565,-83.523564,2
48507,42.6765531,-83.46359507,4
48507,42.6863346,-83.4921532,5
48507,42.5809288,-83.6289978,1
48507,42.5763568,-83.5655024,2
48507,42.6788888,-83.4421779,1
48507,42.6708842,-83.3353944,1
48507,42.6664518,-83.3317561,1
48507,42.66044925,-83.4374048,1
48507,42.7085317,-83.24071165,2
48507,42.70192743,-83.30557153,5
48507,42.65241959,-83.24501408,13
48507,42.66407736,-83.24695344,7
48507,42.6257399,-83.2072196,1
48507,42.6440739,-83.2031552,1
48507,42.64476047,-83.1691135,4
48507,42.6244702,-83.1326111,1
48507,42.5733294,-83.5442718,1
48507,42.52905945,-83.4443867,2
48507,42.5711204,-83.4506003,1
48507,42.50018953,-83.53377105,5
48507,42.5234423,-83.5100616,1
48507,42.5301418,-83.35880655,1
48507,42.5445315,-83.21304747,1
48507,42.54889305,-83.21167265,2
48507,42.56203778,-83.1599434,6
48507,42.5634389,-83.1517257,1
48507,42.53792363,-83.11489623,5
48507,42.53627995,-83.12086848,8
48507,42.48631755,-83.4760797,7
48507,42.49114873,-83.4922412,3
48507,42.4888104,-83.5238074,1
48507,42.4822514,-83.6518194,1
48507,42.4810704,-83.5790617,1
48507,42.49646545,-83.538501,2
48507,42.50733073,-83.35538053,3
48507,42.44419633,-83.4346356,4
48507,42.45049835,-83.34424045,2
48507,42.47285155,-83.2418381,2
48507,42.48088083,-83.25239648,5
48507,42.48007845,-83.27833588,5
48507,42.48822555,-83.2931199,2
48507,42.4942299,-83.2882521,2
48507,42.49090415,-83.280766,2
48507,42.4979202,-83.29979477,1
48507,42.45711125,-83.27868125,2
48507,42.4534507,-83.2112748,1
48507,42.4902289,-83.1351553,1
48507,42.5097778,-83.1776121,1
48507,42.5474701,-83.1625724,1
48507,42.4986889,-83.1668333,1
48507,42.5303832,-83.1184919,2
48507,42.5311301,-83.1123822,1
48507,42.4959253,-83.105065,1
48507,42.48417365,-83.0845508,1
48507,42.44480385,-83.1941419,1
48507,42.4465522,-83.1699447,1
48507,42.4469973,-83.1284808,1
48507,42.4624661,-83.0835729,1
49461,43.54501085,-86.4671705,5
49431,43.78926981,-86.42278795,11
49431,43.76769869,-86.43823412,16
49454,43.7766075,-86.3647842,1
49454,43.70580005,-86.3613394,1
49454,43.68728305,-86.3837018,2
49454,43.64291705,-86.1140886,2
49461,43.52415619,-86.36383117,25
49461,43.5079181,-86.3641838,1
48661,44.2703444,-84.2183112,1
48661,44.2589469,-84.23866233,4
48661,44.2031555,-84.1854019,1
48661,44.2140427,-84.24736405,2
48661,44.2535945,-84.0602349,1
49630,46.8269619,-89.214319,1
49630,46.83193449,-89.48068031,10
49677,43.8261471,-85.43483735,2
49677,43.86217627,-85.3859914,4
49677,44.01160233,-85.514189,4
49677,43.9965397,-85.49736163,4
49677,43.944856,-85.489659,1
49677,43.9782791,-85.5259171,1
49677,43.9011397,-85.2748037,1
49677,43.96824773,-85.10973867,4
49677,43.9338531,-85.2003937,1
49677,43.841011,-85.2298775,2
49677,43.8573634,-85.17093407,8
48737,44.6887054,-84.10739373,9
49738,44.81923675,-84.23657225,2
49738,44.6916441,-84.20410217,4
48661,44.64578088,-84.15818198,21
48661,44.6117916,-84.27430155,5
48737,44.64582187,-84.01506593,4
49735,45.02810571,-84.67938551,8
49735,45.02502688,-84.6608975,5
49735,44.9886489,-84.6758006,2
49735,45.02511412,-84.68872548,8
49735,45.1249714,-84.5338936,2
49735,45.0569725,-84.7888336,1
49735,45.0731239,-84.8341904,2
49735,45.07559015,-84.74964145,2
49735,44.96542758,-84.70478337,39
49735,44.94723793,-84.65389593,4
49735,45.01317828,-84.61175142,13
49735,44.9537422,-84.82209778,6
49735,44.88960673,-84.69697735,5
49735,44.8964634,-84.6583481,2
49735,44.9343262,-84.4113541,1
49735,45.0846096,-84.4678224,1
49453,42.7890043,-86.10555358,3
49453,42.77697153,-86.0817028,6
49456,43.0741803,-86.1398225,1
49456,43.0641479,-86.23236652,5
49456,43.05438242,-86.24251122,7
49456,43.06921625,-86.2092353,2
49456,43.05975874,-86.22636048,7
49456,43.0413213,-86.0890385,1
49428,43.00323908,-85.8198545,6
49456,42.970303,-86.17849865,2
49456,43.04377478,-86.22088603,5
49456,43.029719,-86.034383,1
49456,42.9072909,-86.1897103,2
49428,43.0024794,-85.99820183,4
49428,42.974846,-85.90673,1
49453,42.8782532,-86.1154416,1
49453,42.7995471,-86.1294016,1
49453,42.81727266,-86.08687883,14
49453,42.84578193,-86.2073517,4
49453,42.77831663,-86.19865835,5
49428,42.8114689,-85.985211,1
49428,42.8498615,-85.86116825,2
49428,42.9068947,-85.8990132,1
49428,42.908412,-85.8355068,1
49779,45.42232485,-83.8266811,3
49779,45.2135663,-83.49664785,2
49779,45.30968985,-83.4806341,2
48629,44.31930255,-84.7689088,11
48629,44.33523367,-84.8030669,2
48629,44.30089807,-84.7422429,9
48629,44.46904418,-84.63133678,5
48629,44.41694516,-84.70086754,12
48629,44.36797426,-84.69440544,6
48629,44.2973541,-84.65667338,5
48629,44.30128362,-84.63906417,8
48629,44.31299818,-84.68814849,18
48602,43.4150009,-83.9519882,1
48602,43.4367785,-84.0421872,1
48602,43.4809894,-83.965037,16
48602,43.4989872,-83.9723648,1
48722,43.34803697,-83.85997703,4
48722,43.3352255,-83.7416818,1
48415,43.32623956,-83.73827571,14
48722,43.3906154,-83.73886,1
48415,43.25070717,-83.76570404,9
48415,43.2774288,-83.7905647,1
48867,43.1872874,-84.1670063,1
48502,43.36533165,-82.5598412,3
48415,43.4289284,-82.54557353,4
48415,43.4211636,-82.8421806,2
48502,43.26696969,-82.53181826,10
48502,43.34521287,-82.53822365,19
48502,43.2260948,-82.5282668,1
48502,43.1703033,-82.5045547,1
49701,45.95647931,-86.31811284,24
49701,45.95817947,-86.20974172,24
49701,46.03819527,-86.29502867,4
49630,45.86154492,-86.33362963,9
49701,46.13961578,-86.4486252,7
49630,45.97023188,-86.3628156,6
49701,46.19578144,-86.57045415,15
48867,43.0010519,-84.1766068,1
48867,42.9972838,-84.1339475,1
48872,42.8360559,-84.2164433,1
48872,42.8094576,-84.3240653,1
48867,42.9249193,-83.9702745,1
48867,42.938835,-83.9748685,2
48872,42.822879,-84.0069288,1
48872,42.840426,-84.008696,1
48502,42.9752124,-82.4242827,2
48502,42.99824675,-82.42745525,2
48502,42.9907487,-82.45143332,6
48502,42.935424,-82.4565209,1
48502,42.9806297,-82.4927939,1
48502,42.95418255,-82.5038199,2
48502,42.97997737,-82.47645123,4
48502,42.9022329,-82.501017,1
48502,42.9204486,-82.4776025,1
48502,42.98912,-82.55343563,4
48502,42.87502435,-82.55791655,2
48502,42.8407795,-82.4794396,2
48502,42.7999215,-82.4831937,1
48502,42.65431093,-82.61515603,4
49009,41.8007585,-85.405068,1
49009,41.77429837,-85.42767397,3
49009,41.78602235,-85.4296953,2
49009,41.9538544,-85.6944467,2
49009,42.0066649,-85.4610978,1
49009,42.04342382,-85.52209874,7
49009,41.9993335,-85.3646886,1
49009,41.9478718,-85.6334757,1
49009,41.93648943,-85.6505055,6
49009,41.9629293,-85.3243299,1
49009,41.977566,-85.3813219,1
49009,41.91913242,-85.33509574,7
49009,41.9229591,-85.52317665,3
49009,41.9133994,-85.4507533,1
49009,41.797607,-85.6601164,1
49009,41.8035731,-85.3501939,1
48722,43.4819535,-83.4040606,1
48722,43.49139975,-83.3981019,3
48722,43.4976056,-83.3858027,1
48722,43.43696515,-83.43562215,3
48722,43.43917593,-83.50059257,4
49009,41.88214066,-86.36035346,7
48722,43.5992934,-83.1864196,1
48722,43.6597948,-83.2473054,1
48415,43.3875151,-83.2146516,1
48722,43.3761,-83.6010189,1
48415,43.354783,-83.46013,1
48415,43.2744274,-83.5830383,6
49406,42.40396828,-86.2454754,7
49406,42.40848595,-86.27400258,12
49406,42.3874814,-86.28030127,4
49406,42.3968262,-86.2619854,1
49406,42.35543736,-86.29018584,14
49406,42.42237073,-86.22239963,4
49406,42.38186773,-86.25403298,5
49406,42.4273171,-86.25787779,12
49406,42.2751909,-86.2591859,1
49406,42.26738215,-86.3323378,2
49406,42.39970532,-86.20055898,8
49406,42.39937007,-86.1651381,4
49406,42.3932991,-86.0129089,1
49009,42.3677216,-85.9972534,1
49009,42.1760167,-86.0508945,1
49009,42.2399432,-86.09221397,4
49009,42.21551824,-86.03431152,7
49009,42.332981,-86.002556,1
49009,42.2629852,-86.0311928,2
49009,42.0790881,-86.20117088,25
49009,42.1059971,-86.0503322,1
49009,42.1090138,-86.0041191,1
49009,42.09227945,-85.84971175,2
49009,42.1291504,-85.8078613,1
49221,42.3073422,-83.69060355,2
49221,42.3033065,-83.68944673,4
49221,42.28414,-83.78993873,3
49221,42.2810282,-83.7602451,1
49221,42.292954,-83.7726139,1
49221,42.2684306,-83.7223377,1
49221,42.2778638,-83.7530018,1
49221,42.2437628,-83.7578124,1
49221,42.24751955,-83.7320664,1
49221,42.23865139,-83.73845303,19
49202,42.29857615,-84.0279362,2
49221,42.2941927,-83.8409395,1
49221,42.3149463,-83.6503662,1
49221,42.07025085,-84.11215842,9
49221,42.1753339,-83.7597046,1
49221,42.2520992,-83.68136087,4
49221,42.2289451,-83.61338993,3
49221,42.22539395,-83.62010925,1
49221,42.2463564,-83.59017755,2
49267,42.2528672,-83.5562956,1
49267,42.202428,-83.599891,1
49267,42.1924608,-83.5662032,1
48507,42.415787,-83.1045113,1
48507,42.3925764,-83.0876072,1
48507,42.43704045,-83.1179823,2
48507,42.422553,-83.107947,1
48507,42.3889709,-83.1376084,1
48507,42.3590789,-83.1048513,2
48507,42.3790791,-83.0746905,1
49267,42.3276652,-83.1388385,1
49267,42.33331245,-83.0754768,2
49267,42.2864499,-83.1666169,1
49267,42.3159029,-83.0881378,1
49267,42.3147387,-83.0836343,1
48507,42.4197853,-83.2666734,1
48507,42.4233232,-83.2777845,3
48507,42.4152563,-83.251796,1
48507,42.4442225,-83.20507765,2
48507,42.4206392,-83.143939,1
48507,42.4137104,-83.2761431,1
49267,42.3316402,-83.2192712,1
48507,42.3895234,-83.0526964,1
48507,42.4007105,-83.0612685,1
48507,42.4466774,-83.0861872,1
48507,42.448121,-83.0702147,2
48507,42.4488095,-82.9968783,1
48507,42.44672807,-82.97696083,4
48507,42.4527375,-82.9665036,1
48507,42.4162036,-82.9930137,1
48507,42.4001097,-82.980639,1
48507,42.3879629,-82.945168,1
48507,42.3576591,-82.9974685,1
49267,42.35889833,-82.9854644,4
48507,42.4097873,-82.9045934,1
48507,42.4372639,-82.9200656,1
48507,42.36672255,-83.4065753,2
48507,42.41269743,-83.4190983,3
48507,42.41595418,-83.42823743,5
48507,42.4429174,-83.3248743,1
48507,42.4098963,-83.4196686,1
48507,42.38399313,-83.32431163,5
48507,42.3702484,-83.3373308,2
48507,42.3691395,-83.31789235,2
48507,42.3944006,-83.4765148,1
48507,42.3724879,-83.4709821,1
48507,42.3739005,-83.5028527,1
48507,42.39104217,-83.50000343,4
48507,42.4368277,-83.3097258,1
48507,42.429135,-83.2909348,1
48507,42.3705796,-83.2860115,1
48507,42.367707,-83.2699675,6
49267,42.3234893,-83.4162093,1
49267,42.2850341,-83.3553085,1
49267,42.3363668,-83.4764618,1
49267,42.3231076,-83.44747943,6
49267,42.27847209,-83.44706076,10
49267,42.2196128,-83.2682907,1
49267,42.2829559,-83.36048785,2
49267,42.2904659,-83.3229147,2
49267,42.2958502,-83.294498,2
49267,42.29975938,-83.2719356,5
49267,42.3203597,-83.21697,1
49267,42.33137145,-83.2176612,2
49267,42.3226606,-83.1723058,1
49267,42.3370445,-83.1761631,1
49267,42.33453703,-83.2138227,5
49267,42.3251585,-83.2025854,1
49267,42.336598,-83.272454,1
49267,42.29679616,-83.28876756,7
49267,42.24349583,-83.34896439,22
49267,42.2403039,-83.33626382,8
49267,42.2329382,-83.32674635,2
49267,42.22064154,-83.4906,10
49267,42.24833123,-83.26976593,4
49267,42.2100052,-83.272999,1
49267,42.19730675,-83.237942,5
49267,42.26099516,-83.18649466,7
49267,42.28312975,-83.17184275,2
49267,42.2796932,-83.17285673,4
49267,42.2601512,-83.1544934,1
49267,42.2646949,-83.2185181,1
49267,42.2595761,-83.20670623,5
49267,42.2463365,-83.2118863,1
49267,42.2074746,-83.21426835,2
49267,42.21365848,-83.22397828,7
49267,42.1896,-83.2232,2
49267,42.21541425,-83.1948306,2
49267,42.2101887,-83.1986345,1
49267,42.1422455,-83.1869253,1
49267,42.1073562,-83.1651135,1
49267,42.1626843,-83.4027844,1
49267,42.1405162,-83.24336945,2
49267,42.1626383,-83.2676644,1
49267,42.1725673,-83.238646,1
49267,42.11701077,-83.2886409,4
49267,42.10606557,-83.2866427,4
49267,42.0946114,-83.2464667,1
49601,44.2296937,-85.4158125,1
49601,44.23434997,-85.39743277,4
49601,44.23124262,-85.44744771,23
49668,44.39622197,-85.7347289,4
49668,44.38941495,-85.7906398,2
49668,44.4340706,-85.6964951,1
49668,44.48630315,-85.72392425,2
49601,44.4403175,-85.4179056,1
49601,44.3573303,-85.5607758,1
49601,44.23454013,-85.5313763,5
49668,44.3148443,-85.6023643,7
49601,44.31571685,-85.4961697,2
49601,44.2813876,-85.3661837,1
49601,44.19937115,-85.40604843,26
